,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
341,304,17.35,1,0.062799379,0,88.18299999999999,3,26,1,1,0,539.298
342,305,7.285,2,0.031125708999999998,2,174.3054,3,26,1,1,0,4377.635
343,306,20.25,2,0.026005891,2,180.9976,5,11,0,2,0,2716.4640000000004
344,307,12.857645184135976,0,0.09246392,0,190.9504,9,28,2,0,2,383.5008
345,308,15.85,0,0.107765165,1,59.5904,0,14,0,0,0,703.0848
346,309,6.17,0,0.010647476999999999,0,66.3826,0,14,0,0,0,1937.4779999999998
347,310,19.5,2,0.015749341,2,182.2608,0,14,0,0,0,3307.6944
348,311,19.2,2,0.077628053,2,197.611,0,14,0,0,0,3142.5759999999996
349,208,16.7,0,0.07048184085069421,0,181.2292,1,4,0,1,1,2554.0088
350,312,20.85,1,0.056695731,0,104.0648,1,4,0,1,1,1869.5664
351,313,14.5,1,0.063993068,0,260.4594,5,11,0,2,0,5494.8474
352,314,11.395,1,0.06952926200000001,0,233.1616,3,26,1,1,0,6093.4016
353,315,7.97,0,0.034452949,1,174.0422,7,16,2,0,0,2586.633
354,316,7.71,1,0.06670068,0,55.2956,0,14,0,0,0,1255.6988
355,317,19.25,1,0.034699737,0,141.7496,7,16,2,0,0,4093.3384
356,259,7.075,0,0.058346939,0,142.2128,7,16,2,0,0,3163.8816
357,318,12.857645184135976,1,0.065203103,0,166.0816,4,28,0,1,3,5033.448
358,319,11.6,1,0.07892957099999999,0,79.9276,7,16,2,0,0,1137.1864
359,320,12.857645184135976,0,0.18251488100000002,0,98.77,4,28,0,1,3,2696.49
360,321,12.1,0,0.016895293000000002,1,178.56599999999997,1,4,0,1,1,898.83
361,165,10.0,2,0.073379745,2,118.244,7,16,2,0,0,2756.4120000000003
362,322,14.35,0,0.08075758,0,81.896,5,11,0,2,0,878.8560000000001
363,323,10.395,0,0.11227149800000001,0,58.222,0,14,0,0,0,659.1419999999999
364,324,12.857645184135976,0,0.153741385,0,182.6292,9,28,2,0,2,182.4292
365,325,8.1,0,0.127929521,0,211.4902,3,26,1,1,0,3610.6334
366,326,8.05,1,0.07838564,0,256.4646,8,9,2,2,0,5153.292
367,327,9.195,1,0.078502143,0,108.7596,6,6,0,2,0,2588.6304
368,328,20.7,1,0.047684831,0,212.5876,1,4,0,1,1,1286.3256
369,329,15.7,1,0.12315965599999999,0,110.1544,6,6,0,2,0,1230.3984
370,330,12.857645184135976,1,0.07048184085069421,0,60.2194,4,28,0,1,3,1733.7432
371,331,12.857645184135976,2,0.053392944000000005,2,193.8162,9,28,2,0,2,384.8324
372,332,16.5,2,0.036715907,2,180.0318,5,11,0,2,0,3969.4996
373,333,9.0,0,0.065236932,0,176.437,8,9,2,2,0,7763.228
374,334,6.785,1,0.041947547,0,41.2112,3,26,1,1,0,809.6128
375,335,19.5,0,0.08288849599999999,0,178.6002,1,4,0,1,1,1253.7014
376,336,7.575,0,0.055390120999999994,0,195.2768,7,16,2,0,0,5715.2272
377,337,18.2,1,0.012194556,0,57.7904,3,26,1,1,0,1464.76
378,338,16.75,0,0.060495243,0,169.8106,3,26,1,1,0,3251.1014
379,339,7.47,1,0.07048184085069421,0,214.3218,8,9,2,2,0,4274.436
380,340,12.857645184135976,1,0.014753811,0,231.7958,4,28,0,1,3,5375.0034
381,341,12.857645184135976,0,0.160707489,0,38.019,4,28,0,1,3,1318.2839999999999
382,342,13.85,1,0.085622362,0,119.4124,1,4,0,1,1,2251.7356
383,343,6.635,1,0.046350909,0,37.4506,6,6,0,2,0,1176.4686
384,197,6.11,1,0.102920886,0,130.4968,7,16,2,0,0,3523.4136
385,38,15.25,0,0.026604781,0,86.2198,8,9,2,2,0,610.5386
386,344,15.85,0,0.07048184085069421,0,96.4094,8,9,2,2,0,1237.7222
387,345,15.2,0,0.031860325,0,235.1248,2,15,0,1,2,474.0496
388,346,12.857645184135976,1,0.07048184085069421,0,52.6666,4,28,0,1,3,717.7324
389,251,20.75,0,0.021250002,1,150.5024,7,16,2,0,0,2580.6408
390,49,10.195,0,0.159936948,0,143.2154,7,16,2,0,0,2552.6772
391,347,7.605,0,0.12950314599999999,0,164.021,5,11,0,2,0,3914.9040000000005
392,348,18.0,1,0.142688846,0,88.5514,7,16,2,0,0,796.9626
393,18,12.857645184135976,0,0.179484411,0,228.9352,9,28,2,0,2,916.1408
394,349,18.35,2,0.08916305599999999,2,191.3504,5,11,0,2,0,3259.7568
395,244,6.59,0,0.105761491,0,84.8908,0,14,0,0,0,1677.816
396,296,13.8,1,0.056960814000000005,0,230.0984,0,14,0,0,0,3707.1744
397,350,21.2,1,0.00704098,0,173.5738,7,16,2,0,0,2954.1546
398,351,10.5,1,0.011026593999999999,0,166.4842,1,4,0,1,1,2652.5472
399,352,8.97,2,0.093203257,2,52.7956,5,11,0,2,0,1037.3164
400,353,12.857645184135976,2,0.026916793999999997,2,50.9666,4,28,0,1,3,717.7324
401,354,10.6,2,0.035264298,2,86.1224,5,11,0,2,0,426.11199999999997
402,355,13.65,0,0.015908423999999997,0,231.1668,8,9,2,2,0,6911.004
403,356,19.0,2,0.017719277,2,211.0244,7,16,2,0,0,3811.0392
404,357,12.857645184135976,1,0.035334201,0,115.3518,4,28,0,1,3,2277.036
405,358,12.857645184135976,0,0.065652494,0,48.9034,9,28,2,0,2,48.6034
406,359,6.865,0,0.056919038,0,212.8218,0,14,0,0,0,5770.4886
407,360,10.8,1,0.048143292000000004,0,40.2138,7,16,2,0,0,690.4346
408,361,16.7,0,0.022047313,0,110.2886,3,26,1,1,0,1890.2062
409,362,12.857645184135976,0,0.090427268,1,126.2336,4,28,0,1,3,3195.84
410,363,15.15,0,0.027779254,0,150.1708,7,16,2,0,0,1504.7079999999999
411,364,10.5,2,0.07048184085069421,2,238.3248,2,15,0,1,2,711.0744
412,365,17.6,0,0.008033611,0,174.2422,1,4,0,1,1,4311.055
413,64,19.35,0,0.033088472,0,175.4738,7,16,2,0,0,521.3214
414,366,15.7,2,0.160663021,2,59.4562,7,16,2,0,0,829.5868
415,367,18.1,0,0.178975721,0,155.5288,6,6,0,2,0,1571.2879999999998
416,368,10.195,1,0.017627888,0,239.6538,8,9,2,2,0,2403.538
417,369,12.857645184135976,0,0.0194158,0,41.6454,9,28,2,0,2,83.8908
418,370,6.655,0,0.016993225,0,211.0586,5,11,0,2,0,844.2344
419,371,19.0,2,0.027139012999999997,2,127.3336,6,6,0,2,0,2940.1728
420,270,7.075,0,0.03777249,0,98.0068,2,15,0,1,2,291.6204
421,372,13.15,0,0.036746479,0,181.2976,5,11,0,2,0,3259.7568
422,373,20.1,1,0.022460102000000003,0,226.8036,0,14,0,0,0,3415.554
423,374,20.35,1,0.07048184085069421,0,256.7672,1,4,0,1,1,5624.6784
424,217,18.85,2,0.05213575,2,190.1846,0,14,0,0,0,6687.960999999999
425,218,16.35,1,0.062508438,0,227.1062,0,14,0,0,0,5642.655
426,164,11.3,0,0.007309544,0,196.2426,1,4,0,1,1,4943.565
427,375,17.5,0,0.015623753999999998,0,182.6266,1,4,0,1,1,3135.2522
428,348,18.0,1,0.14297822300000002,0,87.4514,5,11,0,2,0,796.9626
429,376,7.935,0,0.017191055,0,51.535,5,11,0,2,0,848.895
430,377,12.857645184135976,0,0.143592939,0,37.3164,9,28,2,0,2,38.6164
431,378,20.25,1,0.011995271000000002,0,184.5924,7,16,2,0,0,4997.4948
432,379,15.5,1,0.15717236,0,149.1418,0,14,0,0,0,588.5672
433,380,12.857645184135976,0,0.061393095,1,91.81200000000001,9,28,2,0,2,372.848
434,381,12.857645184135976,1,0.264124669,0,155.7314,9,28,2,0,2,155.1314
435,382,15.35,0,0.020310046000000002,1,218.0508,3,26,1,1,0,3038.7112
436,383,10.1,2,0.054630834,2,200.2084,7,16,2,0,0,1587.2672
437,277,16.7,1,0.052517969000000005,0,115.4176,5,11,0,2,0,687.1056
438,328,20.7,1,0.047565208,0,213.4876,0,14,0,0,0,1929.4884
439,136,16.0,0,0.060797393,0,223.8404,3,26,1,1,0,3600.6464
440,384,14.0,0,0.041291168999999996,0,180.7634,7,16,2,0,0,2181.1608
441,385,12.85,0,0.022604051,0,181.4318,7,16,2,0,0,3428.2042
442,312,20.85,1,0.056580227999999996,0,105.6648,5,11,0,2,0,623.1888
443,386,12.35,2,0.16419682300000002,2,120.5124,0,14,0,0,0,2133.2232
444,387,6.85,0,0.022976497000000002,0,261.6594,1,4,0,1,1,3401.5722
445,388,10.3,0,0.027310252,0,101.0042,8,9,2,2,0,1289.6546
446,389,12.857645184135976,1,0.141975462,0,49.6008,9,28,2,0,2,50.6008
447,390,8.775,0,0.07048184085069421,1,45.9428,3,26,1,1,0,790.9704
448,391,18.85,2,0.01619866,2,129.2626,6,6,0,2,0,3147.9024
449,392,12.857645184135976,2,0.014205168,2,56.7614,4,28,0,1,3,2486.763
450,393,14.85,0,0.09344495,0,141.0812,8,9,2,2,0,1139.8496
451,394,20.5,1,0.019199733,0,84.3592,7,16,2,0,0,1816.3024
452,395,7.84,1,0.15412025199999999,0,51.935,1,4,0,1,1,199.74
453,396,18.25,0,0.089004389,0,196.7452,5,11,0,2,0,978.7260000000001
454,397,10.3,1,0.011117041000000001,0,85.854,3,26,1,1,0,2683.1740000000004
455,398,12.5,2,0.103422709,2,169.9448,8,9,2,2,0,2897.5616
456,243,12.857645184135976,0,0.089035961,0,260.5594,4,28,0,1,3,9158.079
457,117,20.25,1,0.102723919,0,93.212,7,16,2,0,0,1957.4520000000002
458,98,12.857645184135976,1,0.024733134,1,40.2822,4,28,0,1,3,1296.3126
459,399,15.0,2,0.044871033,2,140.3838,3,26,1,1,0,2528.7084
460,400,8.325,0,0.029760052000000002,0,38.7138,3,26,1,1,0,284.2966
461,401,15.85,0,0.078999287,0,38.6506,6,6,0,2,0,759.012
462,402,13.1,0,0.020870744,0,117.3782,7,16,2,0,0,1787.6729999999998
463,403,6.26,2,0.031599715,2,111.3228,6,6,0,2,0,2431.5016
464,404,17.25,0,0.042413704,1,173.1764,1,4,0,1,1,4466.1864
465,405,5.765,0,0.072284689,0,119.9098,8,9,2,2,0,2048.6666
466,406,13.6,2,0.009984847,2,175.437,3,26,1,1,0,1940.807
467,407,10.5,0,0.052852620999999995,0,88.78299999999999,6,6,0,2,0,2067.3089999999997
468,239,7.975,0,0.014660821000000001,0,85.125,5,11,0,2,0,2663.2
469,408,12.65,1,0.076354362,0,192.1846,1,4,0,1,1,1146.5076
470,409,12.3,2,0.07670963900000001,2,247.84599999999998,5,11,0,2,0,3448.844
471,410,5.985,0,0.005677876,0,184.8924,5,11,0,2,0,1665.8316
472,411,12.857645184135976,0,0.07048184085069421,0,184.7266,4,28,0,1,3,8114.7704
473,412,15.15,1,0.012282366000000001,0,132.5284,0,14,0,0,0,1713.7692
474,413,12.35,0,0.026681262,0,56.4246,7,16,2,0,0,810.9444
475,414,14.3,0,0.127541722,0,84.9224,7,16,2,0,0,1193.1136
476,256,8.695,2,0.119513002,2,93.4094,8,9,2,2,0,856.8846
477,289,16.35,0,0.054463442,0,163.8842,2,15,0,1,2,165.7842
478,415,6.135,1,0.07048184085069421,0,151.3366,5,11,0,2,0,1057.9562
479,310,19.5,2,0.015756784,2,185.0608,5,11,0,2,0,2205.1296
480,416,9.5,1,0.010907967,0,182.3608,3,26,1,1,0,2940.1728
481,417,8.895,0,0.07543556,1,235.8616,8,9,2,2,0,3046.7008
482,396,18.25,0,0.07048184085069421,0,196.8452,7,16,2,0,0,3327.6684
483,41,21.35,0,0.11519471699999999,0,258.3278,2,15,0,1,2,520.6556
484,418,19.7,0,0.066922802,0,174.83700000000002,8,9,2,2,0,2999.429
485,74,12.857645184135976,0,0.064636203,0,90.0804,4,28,0,1,3,2113.2492
486,419,16.6,0,0.10319540099999999,0,117.8466,5,11,0,2,0,942.7728
487,420,12.857645184135976,0,0.13121032,0,74.0354,9,28,2,0,2,75.2354
488,421,10.895,0,0.035747522000000004,0,133.6284,7,16,2,0,0,1581.9408
489,203,12.857645184135976,1,0.192650072,0,37.4506,9,28,2,0,2,37.9506
490,422,12.857645184135976,2,0.09803177099999999,2,151.3024,9,28,2,0,2,151.8024
491,423,12.857645184135976,1,0.030118337999999998,0,248.8092,4,28,0,1,3,3486.1288
492,424,8.51,2,0.016201845,2,195.2478,6,6,0,2,0,4262.4516
493,425,14.15,0,0.05837308,0,243.9828,2,15,0,1,2,731.0484
494,426,6.65,0,0.087652908,0,128.8678,8,9,2,2,0,1398.8458
495,427,15.25,1,0.065999008,0,177.96599999999998,0,14,0,0,0,2336.958
496,396,18.25,0,0.088750333,0,196.5452,3,26,1,1,0,2348.9424
497,428,12.857645184135976,1,0.100277876,0,196.8768,4,28,0,1,3,7094.7648
498,429,16.0,1,0.09925243800000001,0,87.4856,8,9,2,2,0,1054.6272
499,430,19.2,2,0.07048184085069421,2,127.831,5,11,0,2,0,1298.31
500,431,12.15,2,0.07048184085069421,2,117.815,6,6,0,2,0,2330.3
501,432,8.895,0,0.026384672,0,208.9954,0,14,0,0,0,4584.6988
502,433,10.895,0,0.228993134,0,263.4568,2,15,0,1,2,527.3136
503,434,16.0,1,0.065431917,0,76.1986,6,6,0,2,0,1869.5664
504,435,12.857645184135976,0,0.026749991,0,106.928,4,28,0,1,3,2876.256
505,436,9.195,0,0.07048184085069421,0,43.6744,1,4,0,1,1,407.4696
506,437,11.35,1,0.043333912,0,201.0742,1,4,0,1,1,2189.8162
507,34,10.0,2,0.08965681199999999,2,144.0102,6,6,0,2,0,1603.9122
508,438,9.395,2,0.039954281,2,82.4908,8,9,2,2,0,2013.3792
509,439,12.857645184135976,0,0.087854925,1,95.9752,9,28,2,0,2,95.8752
510,440,20.75,0,0.14940405699999998,0,192.8478,2,15,0,1,2,774.9912
511,39,9.8,0,0.0268952,0,128.40200000000002,5,11,0,2,0,2403.538
512,441,5.695,0,0.065857092,0,258.5646,1,4,0,1,1,4380.2982
513,341,18.2,0,0.161817014,0,37.819,5,11,0,2,0,219.71400000000003
514,442,19.35,1,0.082197959,0,49.2034,3,26,1,1,0,729.051
515,443,18.35,0,0.015335349,1,106.6938,5,11,0,2,0,1393.5194
516,209,6.36,2,0.00599072,2,163.6526,5,11,0,2,0,5262.4832
517,444,9.8,0,0.013898123,1,46.506,1,4,0,1,1,372.848
518,445,12.857645184135976,1,0.078912473,0,99.9042,4,28,0,1,3,3273.7386
519,446,12.857645184135976,2,0.059776237,2,231.7642,4,28,0,1,3,5344.3766
520,343,6.635,1,0.07048184085069421,0,39.7506,3,26,1,1,0,303.6048
521,367,18.1,0,0.29788371199999997,0,156.7288,2,15,0,1,2,314.2576
522,4,8.93,2,0.022059594,2,56.0614,2,15,0,1,2,276.307
523,447,8.3,0,0.03532494,0,38.9506,3,26,1,1,0,721.0614
524,448,8.895,2,0.124967595,2,112.7544,5,11,0,2,0,3467.4864
525,218,16.35,1,0.062411404000000004,0,225.9062,7,16,2,0,0,5416.9488
526,449,8.6,2,0.032754431,2,140.5154,1,4,0,1,1,283.6308
527,450,12.857645184135976,2,0.160178832,2,160.2894,9,28,2,0,2,323.5788
528,280,19.0,1,0.10403514800000001,0,227.77200000000002,6,6,0,2,0,5206.556
529,451,7.56,0,0.06390019,0,157.263,5,11,0,2,0,2503.408
530,452,12.6,1,0.06264811099999999,0,104.899,3,26,1,1,0,1960.781
531,453,15.6,2,0.11168586800000001,2,184.7924,2,15,0,1,2,370.1848
532,454,8.71,0,0.23303981699999998,0,49.5376,2,15,0,1,2,95.8752
533,367,18.1,0,0.17824575,0,158.1288,0,14,0,0,0,3299.7048
534,281,13.35,0,0.140241213,0,150.2392,6,6,0,2,0,2684.5056
535,155,16.6,0,0.07048184085069421,0,173.3738,7,16,2,0,0,2085.2856
536,455,6.695,0,0.033935576,0,221.9456,8,9,2,2,0,2210.456
537,456,12.857645184135976,1,0.016516275,0,47.4034,4,28,0,1,3,2187.153
538,457,16.6,0,0.026537206,0,57.2614,7,16,2,0,0,1049.9666
539,458,15.35,2,0.015673267,2,145.047,8,9,2,2,0,2719.7929999999997
540,90,19.7,0,0.089083914,0,54.593,2,15,0,1,2,56.593
541,459,14.3,0,0.13115279900000001,0,78.6328,6,6,0,2,0,231.6984
542,460,12.857645184135976,1,0.083109455,0,195.8426,4,28,0,1,3,5734.5354
543,461,10.0,0,0.045818773,0,138.718,3,26,1,1,0,1398.18
544,462,14.8,0,0.044869794000000005,1,76.467,8,9,2,2,0,1531.34
545,463,12.857645184135976,1,0.07048184085069421,0,160.692,9,28,2,0,2,319.584
546,464,8.71,1,0.04605781,0,43.8744,0,14,0,0,0,633.8416
547,465,12.15,0,0.030815427000000003,0,252.0698,2,15,0,1,2,1014.6792
548,466,17.85,2,0.01806055,2,97.0094,5,11,0,2,0,2094.6068
549,467,9.5,1,0.035205866,0,171.3448,0,14,0,0,0,2386.2272
550,468,11.8,1,0.076705948,0,34.7558,8,9,2,2,0,780.9834
551,469,14.1,0,0.089677773,0,139.8496,7,16,2,0,0,1693.7952
552,470,12.857645184135976,0,0.132327406,0,168.4158,9,28,2,0,2,334.2316
553,318,19.35,1,0.065520388,0,168.3816,7,16,2,0,0,1342.2528
554,471,19.75,0,0.012518706999999999,0,190.6872,6,6,0,2,0,4916.2672
555,472,10.3,1,0.050353695,0,78.696,6,6,0,2,0,1757.7120000000002
556,473,12.857645184135976,2,0.110762642,2,108.5912,4,28,0,1,3,1637.868
557,474,12.857645184135976,0,0.045050674000000006,0,84.925,4,28,0,1,3,1747.725
558,475,10.8,0,0.083016832,0,193.4504,6,6,0,2,0,2876.256
559,476,17.75,1,0.07048184085069421,0,139.9838,5,11,0,2,0,1966.7732
560,477,8.575,0,0.023983257999999997,1,106.32799999999999,1,4,0,1,1,958.752
561,478,19.1,0,0.075836522,1,40.2138,2,15,0,1,2,81.2276
562,479,20.7,1,0.100330684,0,123.4388,0,14,0,0,0,1238.388
563,480,12.857645184135976,0,0.051778173,0,157.892,9,28,2,0,2,319.584
564,481,6.785,1,0.022970467999999997,0,211.0928,8,9,2,2,0,4418.2488
565,482,6.57,0,0.066014596,1,259.7278,3,26,1,1,0,2863.6058
566,174,5.78,1,0.07429945,0,264.9568,5,11,0,2,0,1845.5976
567,483,6.92,1,0.131128467,0,93.1804,0,14,0,0,0,1561.9668
568,273,20.25,1,0.014816356000000001,0,194.1162,0,14,0,0,0,3848.324
569,484,13.65,0,0.049318315,0,149.005,5,11,0,2,0,2097.27
570,485,13.5,1,0.017960491999999998,0,81.596,6,6,0,2,0,639.168
571,486,16.5,2,0.035801238,2,92.61200000000001,1,4,0,1,1,559.2719999999999
572,487,16.7,1,0.038606365,0,146.5102,5,11,0,2,0,2770.3938
573,488,8.68,0,0.008871687,0,99.7384,1,4,0,1,1,295.6152
574,55,12.857645184135976,0,0.125793938,1,36.2506,9,28,2,0,2,37.9506
575,489,7.235,0,0.058369013,0,115.2834,1,4,0,1,1,1267.0174
576,98,16.75,1,0.07048184085069421,1,39.3822,7,16,2,0,0,353.5398
577,490,15.35,0,0.07326933599999999,1,92.11200000000001,8,9,2,2,0,1118.5439999999999
578,491,10.8,0,0.049677650999999996,0,245.9144,3,26,1,1,0,4655.2736
579,403,6.26,2,0.031470832000000004,2,110.2228,0,14,0,0,0,1547.3192
580,492,5.63,1,0.024579432000000002,0,105.3306,0,14,0,0,0,1045.306
581,483,6.92,1,0.131665479,0,91.8804,6,6,0,2,0,275.6412
582,493,12.15,0,0.015523707,0,212.0928,1,4,0,1,1,2735.1064
583,155,16.6,0,0.122475364,0,175.5738,5,11,0,2,0,347.5476
584,494,9.195,0,0.10789139800000001,0,182.7634,7,16,2,0,0,3817.0314
585,7,19.0,0,0.128065918,0,104.3622,8,9,2,2,0,1905.5196
586,474,9.395,0,0.045361705,0,83.825,5,11,0,2,0,665.8
587,288,9.8,2,0.09039035699999999,2,192.1478,3,26,1,1,0,2324.9736
588,495,12.857645184135976,0,0.087029712,0,109.2228,4,28,0,1,3,3205.1612
589,217,18.85,2,0.052054819,2,189.1846,7,16,2,0,0,2101.9306
590,496,9.13,2,0.051952572999999995,2,152.3024,5,11,0,2,0,1821.6288
591,497,9.0,1,0.050786366,0,152.2024,6,6,0,2,0,3643.2576
592,498,17.1,2,0.067141355,2,114.586,8,9,2,2,0,2942.836
593,499,6.715,1,0.121485195,0,40.2454,3,26,1,1,0,587.2356
594,500,5.82,2,0.080640478,2,167.77900000000002,7,16,2,0,0,2886.243
595,501,18.7,0,0.037699254,0,110.2886,5,11,0,2,0,2223.772
596,92,7.93,0,0.07048184085069421,0,123.2414,1,4,0,1,1,487.3656
597,502,18.75,2,0.034501405,2,211.7218,6,6,0,2,0,5770.4886
598,503,12.857645184135976,0,0.053795154000000005,0,117.7466,4,28,0,1,3,1414.1592
599,504,5.0,0,0.044004675,1,188.85299999999998,7,16,2,0,0,5502.8369999999995
600,505,7.445,0,0.07048184085069421,0,76.8354,7,16,2,0,0,2181.8266
601,506,20.85,0,0.12125037400000001,0,193.9452,7,16,2,0,0,1565.9616
602,86,20.85,0,0.07048184085069421,0,115.1808,1,4,0,1,1,1054.6272
603,507,19.2,0,0.10023011400000001,0,112.9886,0,14,0,0,0,1667.829
604,508,17.35,2,0.167383061,2,175.6712,7,16,2,0,0,2812.3392
605,509,14.3,1,0.034404732,0,98.1726,8,9,2,2,0,489.36300000000006
606,335,19.5,0,0.082719632,0,179.3002,5,11,0,2,0,2865.6032
607,510,6.675,0,0.041913535,0,90.7462,8,9,2,2,0,1665.8316
608,511,8.18,2,0.0132043,2,143.8154,6,6,0,2,0,2694.4926
609,512,6.98,0,0.041105789,0,83.4934,7,16,2,0,0,1555.9746
610,513,12.857645184135976,0,0.141106202,0,87.9172,4,28,0,1,3,3836.3396
611,246,16.85,0,0.036463975,0,90.7488,5,11,0,2,0,543.2928
612,514,14.8,2,0.01946418,2,196.3794,3,26,1,1,0,1950.7939999999999
613,515,12.3,1,0.07048184085069421,0,57.3562,3,26,1,1,0,177.7686
614,516,7.435,0,0.12308681199999999,0,206.9638,5,11,0,2,0,1035.319
615,517,15.1,1,0.10564685300000001,0,42.8796,8,9,2,2,0,949.4308
616,518,9.195,1,0.11814937699999999,0,160.5578,6,6,0,2,0,1283.6624
617,519,10.1,0,0.046545786,1,59.9878,3,26,1,1,0,484.7024
618,434,16.0,1,0.065009745,0,79.5986,3,26,1,1,0,934.7832
619,456,17.7,1,0.016630303,0,48.1034,5,11,0,2,0,534.6374
620,520,8.1,1,0.134532392,0,39.448,0,14,0,0,0,878.8560000000001
621,521,20.6,0,0.083133128,0,120.1756,0,14,0,0,0,1332.9316
622,522,20.35,2,0.039428167,2,127.9678,1,4,0,1,1,3560.6984
623,261,8.195,0,0.07048184085069421,0,93.1462,1,4,0,1,1,647.8234
624,523,17.75,0,0.034823127,0,248.675,5,11,0,2,0,4993.5
625,269,7.475,0,0.148492521,0,240.6854,8,9,2,2,0,1691.7978
626,524,19.0,1,0.06590129900000001,0,188.7214,1,4,0,1,1,1695.7926
627,525,12.6,1,0.041622264,0,124.0072,0,14,0,0,0,4042.7376
628,333,12.857645184135976,0,0.064933297,0,174.83700000000002,4,28,0,1,3,4763.799
629,302,7.895,1,0.0945493,0,102.6332,8,9,2,2,0,1640.5312
630,308,12.857645184135976,0,0.107076832,1,58.7904,4,28,0,1,3,1288.9888
631,224,17.1,0,0.12867498300000002,0,112.3886,5,11,0,2,0,2334.9606
632,526,8.355,0,0.18832266399999997,0,148.5418,1,4,0,1,1,2207.127
633,527,12.857645184135976,1,0.07048184085069421,0,145.2102,9,28,2,0,2,437.4306
634,528,18.5,0,0.052025392000000004,0,118.4124,3,26,1,1,0,2370.248
635,524,12.857645184135976,1,0.065316099,0,189.9214,4,28,0,1,3,5087.3778
636,529,8.975,1,0.01516265,0,101.899,2,15,0,1,2,103.199
637,530,10.1,1,0.053584207,0,224.4088,7,16,2,0,0,4697.8848
638,531,9.285,1,0.020989132,0,158.6578,3,26,1,1,0,2406.867
639,532,11.6,1,0.144017405,0,238.3222,7,16,2,0,0,5736.5328
640,63,12.857645184135976,0,0.11597812199999999,0,183.4266,4,28,0,1,3,7192.6374
641,533,12.5,0,0.081465335,0,220.7798,1,4,0,1,1,6611.394
642,534,16.0,0,0.041177505,0,142.3496,6,6,0,2,0,3246.4408
643,535,14.15,0,0.042352822000000005,1,51.6982,1,4,0,1,1,1262.3568
644,536,20.2,2,0.074541867,2,94.1462,1,4,0,1,1,1758.3778
645,537,13.65,1,0.18454121,0,211.5902,5,11,0,2,0,4672.5844
646,215,17.25,2,0.114160573,2,253.1724,6,6,0,2,0,3775.086
647,538,5.655,0,0.175352413,1,147.4102,0,14,0,0,0,2478.7734
648,539,20.75,1,0.083590755,0,182.2318,8,9,2,2,0,3067.3406
649,191,5.175,1,0.029471407999999998,0,105.4622,3,26,1,1,0,3281.7282
650,540,20.0,1,0.028282832,0,46.2744,6,6,0,2,0,1086.5856
651,10,11.8,0,0.07048184085069421,0,46.5402,2,15,0,1,2,229.701
652,541,16.75,1,0.008208341999999999,0,102.8674,5,11,0,2,0,1528.011
653,223,18.35,0,0.03334929,1,155.034,1,4,0,1,1,1990.7420000000002
654,542,12.8,0,0.076060037,0,95.141,7,16,2,0,0,868.8689999999999
655,543,19.75,2,0.014301326000000001,2,103.0332,7,16,2,0,0,1230.3984
656,94,8.75,1,0.074931201,0,187.6556,1,4,0,1,1,938.778
657,105,13.3,0,0.080131363,0,234.03,1,4,0,1,1,4194.54
658,80,18.85,2,0.167444431,2,194.6136,3,26,1,1,0,1166.4816
659,544,9.695,1,0.03033748,0,222.9114,0,14,0,0,0,5764.4964
660,545,20.7,0,0.04874969,0,37.5506,8,9,2,2,0,113.8518
661,546,12.857645184135976,0,0.014788593999999999,0,174.408,4,28,0,1,3,7443.644
662,252,11.1,0,0.11129811099999999,0,191.7846,6,6,0,2,0,3057.3536
663,547,8.975,1,0.05268526,0,83.3224,3,26,1,1,0,3579.3408
664,465,12.15,0,0.018485511,0,253.1698,1,4,0,1,1,1522.0188
665,548,7.67,2,0.184689756,2,35.4216,3,26,1,1,0,450.0808
666,549,13.8,1,0.064153845,0,76.9012,3,26,1,1,0,607.2096
667,550,4.785,0,0.092516598,0,120.1098,3,26,1,1,0,1325.6078
668,551,20.0,1,0.10424519800000001,0,105.3622,0,14,0,0,0,1270.3464
669,334,12.857645184135976,1,0.041779181,0,43.4112,4,28,0,1,3,1107.8912
670,552,8.395,0,0.07226985,1,254.104,1,4,0,1,1,3542.0559999999996
671,553,6.175,1,0.17980696100000002,0,95.2752,1,4,0,1,1,1534.0032
672,554,8.21,0,0.044995630999999994,0,89.2198,0,14,0,0,0,1308.297
673,90,19.7,0,0.053523765,0,55.393,6,6,0,2,0,1471.418
674,555,19.6,2,0.041459372,2,89.6514,1,4,0,1,1,1239.7196
675,556,7.5,2,0.036234918,2,175.3028,7,16,2,0,0,3896.2616
676,557,5.845,1,0.10544580099999999,0,214.4218,1,4,0,1,1,1496.0526
677,558,11.395,2,0.07048184085069421,2,151.6708,3,26,1,1,0,3460.8284
678,559,7.17,1,0.05997133,0,132.1968,1,4,0,1,1,2870.9296
679,166,5.75,1,0.075595405,0,114.7176,6,6,0,2,0,1259.6936
680,82,15.5,1,0.21037580600000003,0,178.2028,2,15,0,1,2,177.1028
681,77,7.76,0,0.059341019,0,99.77,8,9,2,2,0,798.96
682,537,13.65,1,0.18520944,0,212.9902,6,6,0,2,0,3185.853
683,560,10.8,0,0.098566832,0,98.3042,0,14,0,0,0,1488.0629999999999
684,252,11.1,0,0.11084417,0,189.2846,0,14,0,0,0,5159.2842
